"SUB_ID","QC_Left_Lateral","Comments_1","QC_Left_Medial","QC_Right_Lateral","QC_Right_Medial"
"50364","3","noise","","3","2"
"50365","","","","",""
"50366","3","noise temporal","2","3","2"
"50367","3","noise","","3","2"
"50368","2","noise","","",""
"50369","2","noise temporal","","",""
"50370","","noise","","2",""
"50371","3","noise","3","3","3"
"50372","","","","",""
"50373","3","noise","2","3","3"
"50374","3","noise temporal scalp","","","2"
"50375","2","temporal","","2","2"
"50376","3","noise","","3","2"
"50377","3","noise scalp","","2",""
"50378","2","noise scalp","","3","3"
"50379","2","noise","","2",""
"50380","","","","",""
"50381","2","noise temporal","","2",""
"50382","2","noise","","2",""
"50383","2","temporal scalp","","2","2"
"50385","2","noise","","2",""
"50386","2","noise","","",""
"50387","3","noise","","3","2"
"50388","2","noise","","2","2"
"50390","2","noise","","3","2"
"50391","","","","",""
"50397","3","noise","","3","2"
"50399","2","noise","","2",""
"50402","3","noise","","3","3"
"50403","3","noise","2","3","3"
"50404","3","noise, bad segmentation","3","3","3"
"50405","2","noise","","2","2"
"50406","2","noise","","2","2"
"50407","","noise","","3","2"
"50408","2","noise","","2","2"
"50410","3","noise","","3","3"
"50411","3","noise","","3","3"
"50412","","noise","","2",""
"50413","","","","",""
"50414","","noise","","3","2"
"50415","2","noise","","2",""
"50416","3","noise","2","2","2"
"50417","2","noise","","3",""
"50418","3","noise","","3","2"
"50419","2","noise temporal","","2",""
"50421","2","noise","","3",""
"50422","3","noise","","3","3"
"50423","0","","","",""
"50424","","","","",""
"50425","3","scalp noise","","3",""
"50426","2","noise","","2","2"
"50427","","noise","","3",""
"50428","2","noise","","3",""
"50432","","","","",""
"50433","","","","",""
"50434","","","","",""
"50435","","","","",""
"50436","","","","",""
"50437","","","","",""
"50438","","","","",""
"50439","","","","",""
"50440","","","","",""
"50441","","","","",""
"50442","","","","",""
"50443","","","","",""
"50444","","","","",""
"50445","","","","",""
"50446","","","","",""
"50447","","","","",""
"50448","","","","",""
"50449","","","","",""
"50450","","","","",""
"50451","","","","",""
"50452","","","","",""
"50453","2","noise","","",""
"50454","","","","",""
"50455","","","","",""
"50456","","","","",""
"50457","","","","",""
"50458","","","","",""
"50459","","","","",""
"50460","","","","",""
"50461","","","","",""
"50462","","","","",""
"50463","","noise","","2",""
"50464","","","","",""
"50465","","","","",""
"50466","","","","",""
"50467","","","","",""
"50468","","","","",""
"50469","","","","",""
"50470","","","","",""
"50471","","","","",""
"50472","","","","",""
"50473","","","","",""
"50474","","","","",""
"50475","","","","",""
"50476","2","noise","2","","2"
"50477","","","","",""
"50478","","","","",""
"50479","","","","",""
"50480","","","","",""
"50481","","","","",""
"50482","","","","",""
"50483","","","","",""
"50484","","","","",""
"50485","","","","",""
"50486","","noise","","",""
"50487","2","noise","2","2","2"
"50488","","","","",""
"50489","3","noise","2","3","3"
"50490","","noise","","",""
"50491","","","","",""
"50492","","","","",""
"50493","","","","",""
"50494","","","","",""
"50495","","","","",""
"50496","","","","",""
"50497","","","","",""
"50498","","","","",""
"50499","","","","",""
"50500","","","","",""
"50501","","","","",""
"50502","","","","",""
"50503","","","","",""
"50504","","","","",""
"50505","","","","",""
"50506","","","","",""
"50507","","","","",""
"50508","2","noise","","",""
"50509","","","","",""
"50510","","","","",""
"50511","3","noise","2","3","3"
"50512","","","","",""
"50513","","","","",""
"50514","","","","",""
"50515","","","","",""
"50516","","","","",""
"50517","","","","",""
"50518","","","","",""
"50519","","","","",""
"50520","","","","",""
"50521","","","","",""
"50522","2","noise","","2","2"
"50523","","","","",""
"50524","","","","",""
"50525","","","","",""
"50526","","","","",""
"50527","","","","",""
"50528","","","","",""
"50529","","","","",""
"50530","","","","",""
"50531","","","","",""
"50532","2","noise","","",""
"50551","","","","",""
"50552","","","","",""
"50553","3","noise","","3","2"
"50554","3","noise scalp","","3",""
"50555","2","noise","","",""
"50556","3","noise scalp","","3",""
"50557","","noise","","2",""
"50558","","","","",""
"50559","2","noise","","2","2"
"50560","3","noise scalp temporal","","3",""
"50561","","","","",""
"50562","2","scalp","","",""
"50563","2","noise","","2",""
"50564","3","noise scalp","","3","3"
"50565","3","noise","","3","2"
"50566","2","noise scalp","","2",""
"50567","","","","",""
"50568","2","noise","","",""
"50569","","","","",""
"50570","2","noise scalp","","2",""
"50571","2","noise","","2",""
"50572","2","noise","","2",""
"50573","3","noise scalp","","3","3"
"50574","2","noise","","",""
"50575","3","noise","","2",""
"50576","3","scalp","","2",""
"50577","3","noise","","2","2"
"50578","3","noise","","",""
"50601","2","noise","","2",""
"50602","2","noise","","2","2"
"50603","","","","",""
"50604","3","noise temporal","","2","2"
"50605","3","noise  scalp","","3","2"
"50606","","noise","","2",""
"50607","","","","",""
"50608","2","noise scalp temporal","","2",""
"50609","3","scalp","2","3","3"
"50610","2","noise","","2",""
"50611","2","noise","","",""
"50612","3","noise","","2","2"
"50613","3","noise","","3",""
"50614","3","scalp","3","2",""
"50615","2","noise","","3","2"
"50616","2","noise","","",""
"50617","3","noise","2","3","3"
"50618","3","noise bad segmentation fronto-parietal?","3","3","3"
"50619","","","","",""
"50620","2","noise bad segmentation fronto-temporal","","3",""
"50621","3","noise","","3",""
"50622","3","noise","","3",""
"50623","2","noise scalp","","2",""
"50624","","noise","","2",""
"50625","2","noise scalp","","3","3"
"50626","","noise","","2",""
"50627","3","noise","","3",""
"50628","2","noise","","3",""
"50642","3","scalp","","",""
"50643","","","","",""
"50644","2","noise","","2","2"
"50645","","","","",""
"50646","","noise","","",""
"50647","","","","",""
"50648","","","","",""
"50649","2","noise","","",""
"50650","2","noise","","2","2"
"50651","","scalp","","3",""
"50652","","","","",""
"50653","","scalp","","2",""
"50654","","","","",""
"50655","2","noise","","2",""
"50656","","","","",""
"50657","","","","",""
"50658","","","","",""
"50659","","noise","","2",""
"50660","","","","",""
"50661","","","","",""
"50663","","scalp","","2",""
"50664","","","","",""
"50665","","","","",""
"50666","3","scalp","","",""
"50667","3","scalp","","",""
"50668","","","","",""
"50669","","","","",""
"50682","","","","",""
"50683","3","scalp","","",""
"50685","","","","",""
"50686","","scalp","","2","2"
"50687","","","","",""
"50688","","","","",""
"50689","","","","",""
"50690","","","","",""
"50691","","scalp right","","","2"
"50692","","","","",""
"50693","","","","",""
"50694","","","","",""
"50695","","","","",""
"50696","","","","",""
"50697","","scalp right","","","2"
"50698","","","","",""
"50699","","","","",""
"50700","","scalp","","2",""
"50701","2","Noise","2","2",""
"50702","","","","",""
"50703","","","","",""
"50704","","","","",""
"50705","","","","",""
"50706","","","","",""
"50707","","","","",""
"50708","","","","",""
"50709","","","","",""
"50710","","","","",""
"50711","","","","",""
"50722","","","","",""
"50723","","","","",""
"50724","","","","",""
"50725","3","scalp","","",""
"50726","","","","",""
"50727","","","","",""
"50728","","","","",""
"50730","","","","",""
"50731","","","","",""
"50732","","","","",""
"50733","","","","",""
"50734","","","","",""
"50735","","noise","","",""
"50736","","noise","","2",""
"50737","","noise","","",""
"50738","2","noise frontal scalp","","2","2"
"50739","","","","",""
"50740","2","noise","","",""
"50741","","noise scalp","","3",""
"50742","","","","",""
"50743","","noise","","",""
"50744","3","noise","3","3","3"
"50745","2","noise","","2",""
"50746","2","noise scalp","","2","2"
"50747","","","","",""
"50748","","","","",""
"50749","","","","",""
"50750","","","","",""
"50751","","","","",""
"50752","","","","",""
"50753","","","","",""
"50754","","","","",""
"50755","2","scalp","","",""
"50756","","","","",""
"50757","","noise","","",""
"50772","","","","",""
"50773","","","","",""
"50774","","","","",""
"50775","","","","",""
"50776","","","","",""
"50777","","","","",""
"50778","","","","",""
"50779","3","noise","3","3","3"
"50780","","","","",""
"50781","","","","",""
"50782","","","","",""
"50783","","","","",""
"50784","","noise","","2",""
"50785","3","noise","3","3","3"
"50786","","","","",""
"50787","","noise","","",""
"50788","","noise","","",""
"50789","2","noise","","2","2"
"50790","","","","",""
"50791","","","","",""
"50792","2","noise","","2","2"
"50793","","","","",""
"50794","","","","",""
"50795","","","","",""
"50796","","","","",""
"50797","","","","",""
"50798","","","","",""
"50799","","","","",""
"50800","","","","",""
"50801","","","","",""
"50802","","","","",""
"50803","","","","",""
"50804","","","","",""
"50805","","","","",""
"50806","3","noise","2","2","2"
"50807","","","","",""
"50808","","","","",""
"50809","","","","",""
"50810","","","","",""
"50811","","","","",""
"50812","","","","",""
"50813","","","","",""
"50814","","","","",""
"50815","3","noise","3","3","3"
"50816","","noise","","",""
"50817","","","","",""
"50818","","","","",""
"50819","","","","",""
"50820","","","","",""
"50821","","","","",""
"50822","","","","",""
"50823","","","","",""
"50824","","noise","","2","2"
"50825","3","noise occipital","3","2","3"
"50826","3","noise","3","3","3"
"50952","2","noise","","2","2"
"50953","2","noise","","2",""
"50954","","noise","","2",""
"50955","3","noise","","3","2"
"50956","","","","",""
"50957","2","noise","2","2","2"
"50958","2","noise","2","","2"
"50959","","","","",""
"50960","","","","",""
"50961","2","noise","2","",""
"50962","","","","",""
"50964","","","","",""
"50965","2","noise","","2",""
"50966","","","","",""
"50967","","","","",""
"50968","2","noise","","3","2"
"50969","3","noise","","3","3"
"50970","2","noise","","",""
"50971","","","","",""
"50972","","noise","","",""
"50973","","","","",""
"50974","","","","",""
"50975","2","noise","","2",""
"50976","","","","",""
"50977","","","","",""
"50978","","noise occipital","","2","2"
"50979","2","noise","","2",""
"50980","","","","",""
"50981","","","","",""
"50982","3","noise","","3","2"
"50983","","noise","","2",""
"50984","","","","",""
"50985","","","","",""
"50986","","","","",""
"50987","3","noise occipital","2","3","3"
"50988","","","","",""
"50989","2","noise","","2","2"
"50990","2","noise","","2",""
"50991","","","","",""
"50992","","noise","","2",""
"50993","","","","",""
"50994","","","","",""
"50995","","","","",""
"50996","","","","",""
"50997","","","","",""
"50998","2","noise","2","2","2"
"50999","","","","",""
"51000","","temporal","","","2"
"51001","2","noise temporal","","3","2"
"51002","2","noise temporal","","3","2"
"51003","2","noise","","3",""
"51006","2","noise","","2",""
"51007","","","","",""
"51008","2","noise","","2",""
"51009","","noise","","2",""
"51010","2","noise","","",""
"51011","","","","",""
"51012","","noise","","2",""
"51013","2","noise","","",""
"51014","","","","",""
"51015","","","","",""
"51016","","","","",""
"51017","","","","",""
"51018","","","","",""
"51019","","","","",""
"51020","","","","",""
"51021","","","","",""
"51023","","","","",""
"51024","","","","",""
"51025","","","","",""
"51026","","","","",""
"51027","","","","",""
"51028","2","noise","","2",""
"51029","","","","",""
"51030","3","noise","","3","3"
"51032","","noise","","2","2"
"51033","3","noise","2","3","3"
"51034","3","noise","","3",""
"51035","2","noise","","2",""
"51036","","noise","","2",""
"51038","","noise","","2",""
"51039","","","","",""
"51040","","","","",""
"51041","2","noise","","3","2"
"51042","2","noise","","2",""
"51044","","","","",""
"51045","","","","",""
"51046","","","","",""
"51047","","","","",""
"51048","","","","",""
"51049","","","","",""
"51050","","","","",""
"51051","","","","",""
"51052","","","","",""
"51053","","","","",""
"51054","","","","",""
"51055","2","noise","","2",""
"51056","","","","",""
"51057","","","","",""
"51058","","","","",""
"51059","","","","",""
"51060","","","","",""
"51061","","","","",""
"51062","","","","",""
"51063","","","","",""
"51064","","noise","2","",""
"51065","","noise","","2",""
"51066","","noise","","2",""
"51067","","","","",""
"51068","","","","",""
"51069","","","","",""
"51070","","noise","","2",""
"51071","3","noise","2","3","3"
"51072","","","","",""
"51073","","","","",""
"51074","","","","",""
"51075","","","","",""
"51076","","","","",""
"51077","","","","",""
"51078","","noise","","2",""
"51079","","","","",""
"51080","","","","",""
"51081","","","","",""
"51082","","","","",""
"51083","","noise","","",""
"51084","2","noise","","2",""
"51085","","","","",""
"51086","","","","",""
"51087","","noise","","2",""
"51088","","noise","","",""
"51089","","","","",""
"51090","2","noise","","",""
"51091","","","","",""
"51093","2","noise","","",""
"51094","","","","",""
"51095","2","noise","","","2"
"51096","","","","",""
"51097","2","noise","","",""
"51098","","","","",""
"51099","","","","",""
"51100","2","noise","","","2"
"51101","","","","",""
"51102","","","","",""
"51103","","","","",""
"51104","","","","",""
"51105","","","","",""
"51106","","","","",""
"51107","","","","",""
"51108","","","","",""
"51109","2","noise","","2",""
"51110","","","","",""
"51111","","","","",""
"51112","","","","",""
"51113","","","","",""
"51114","","","","",""
"51115","","","","",""
"51116","","","","",""
"51117","","","","",""
"51118","","","","",""
"51119","","","","",""
"51120","2","noise","","2","2"
"51121","","","","",""
"51122","","","","",""
"51123","","","","",""
"51124","","","","",""
"51125","2","noise","","2",""
"51126","","","","",""
"51127","3","noise","","3",""
"51128","","","","",""
"51129","","","","",""
"51130","","","","",""
"51131","","","","",""
"51132","","","","",""
"51133","","","","",""
"51134","","","","",""
"51135","","","","",""
"51136","2","noise temporal","","",""
"51137","","","","",""
"51138","","","","",""
"51139","","","","",""
"51140","","","","",""
"51141","","","","",""
"51142","","","","",""
"51146","","","","",""
"51147","","","","",""
"51148","","","","",""
"51149","","","","",""
"51150","","","","",""
"51151","","","","",""
"51152","","","","",""
"51153","","","","",""
"51154","","","","",""
"51155","","","","",""
"51156","","","","",""
"51159","","noise","2","","2"
"51160","0","","","",""
"51161","3","noise","2","3","2"
"51162","3","noise","2","3","2"
"51163","3","noise","","3",""
"51164","3","noise","2","3","2"
"51165","3","noise  temporal","","3","3"
"51166","3","noise temporal","2","3","3"
"51167","3","noise frontal  temporal","2","3","2"
"51168","3","noise","","3",""
"51169","3","noise","","3","2"
"51170","3","noise temporal","","3",""
"51171","3","noise scalp","","3","2"
"51172","3","noise","","3","3"
"51173","3","noise","","3","3"
"51174","3","noise","3","3","3"
"51175","3","noise","2","3","3"
"51176","3","noise","3","3","3"
"51177","2","noise temporal","","3",""
"51178","2","noise temporal","","3",""
"51179","3","noise","2","3","2"
"51180","3","noise","2","3","2"
"51181","3","noise scalp","2","3","2"
"51182","3","noise temporal scalp","2","3","2"
"51183","3","scalp noise","2","3","3"
"51184","3","noise temporal","","3","3"
"51185","3","noise","","3","3"
"51186","3","scalp noise","3","3","3"
"51187","3","noise occipital","","3",""
"51188","3","noise","","3",""
"51189","2","noise","","3",""
"51190","3","noise","3","3","3"
"51191","3","noise","3","3","3"
"51192","3","noise","","3","2"
"51193","3","noise","","3","3"
"51194","3","noise","","2",""
"51195","3","noise","3","3","3"
"51196","3","noise","2","3","2"
"51197","3","noise","","3",""
"51198","3","noise","","3",""
"51199","3","noise","3","3","3"
"51201","3","noise","","3",""
"51202","","","","",""
"51203","","","","",""
"51204","","","","",""
"51205","","","","",""
"51206","","","","",""
"51207","","","","",""
"51208","","","","",""
"51209","3","noise","2","3","3"
"51210","","","","",""
"51211","3","noise","2","3","3"
"51212","3","noise","","3",""
"51213","3","noise  bad segmentation","3","3","3"
"51214","","noise","","2",""
"51215","2","noise","","2","2"
"51216","","","","",""
"51217","","","","",""
"51218","","","","",""
"51219","","noise","","2",""
"51220","","noise","","2",""
"51221","","","","",""
"51222","","","","",""
"51223","","","","",""
"51224","","","","",""
"51225","2","noise","","",""
"51226","","noise","","2",""
"51227","2","noise","2","3","2"
"51228","2","noise","","2",""
"51229","","","","",""
"51230","","","","",""
"51231","","","","",""
"51234","","","","",""
"51235","","","","",""
"51236","","","","",""
"51237","","","","",""
"51238","3","noise","3","3","3"
"51239","","noise","","2",""
"51240","","","","",""
"51241","","","","",""
"51248","","","","",""
"51249","","","","",""
"51250","3","noise","","3",""
"51251","","","","",""
"51252","","","","",""
"51253","","","","",""
"51254","","","","",""
"51255","","","","",""
"51256","","","","",""
"51257","","","","",""
"51258","3","noise","","3","2"
"51259","","noise","","2",""
"51260","","","","",""
"51261","","","","",""
"51262","","","","",""
"51263","3","scalp","3","",""
"51264","","","","",""
"51265","","","","",""
"51266","","","","",""
"51267","","","","",""
"51268","","","","",""
"51269","","","","",""
"51271","","","","",""
"51272","","","","",""
"51273","","","","",""
"51274","3","noise","2","3","2"
"51275","","","","",""
"51276","","","","",""
"51277","","","","",""
"51278","2","noise","","","2"
"51279","","","","",""
"51280","2","noise","","",""
"51281","","","","",""
"51282","2","noise","2","2","2"
"51291","","","","",""
"51292","3","noise","","2","2"
"51293","2","noise","","",""
"51294","","","","",""
"51295","2","noise","2","2",""
"51296","3","bad segmentation","3","3","3"
"51297","2","noise","","2",""
"51298","","","","",""
"51299","2","noise","","2","2"
"51300","","","","",""
"51301","","noise","","2",""
"51302","","","","",""
"51303","","","","",""
"51304","","","","",""
"51305","2","noise","","2",""
"51306","","","","",""
"51307","","noise","","",""
"51308","","","","",""
"51309","","","","",""
"51311","","","","",""
"51312","3","noise","3","3","3"
"51313","","","","",""
"51314","3","noise","2","3","3"
"51315","","","","",""
"51316","3","noise  temporal","2","3","3"
"51317","3","noise","","3","2"
"51318","","","","",""
"51319","","","","",""
"51320","","","","",""
"51321","","","","",""
"51322","","","","",""
"51323","","noise","","2",""
"51324","","noise","","",""
"51325","","","","",""
"51326","2","noise","","2","2"
"51327","","noise","","2",""
"51328","2","noise","","3",""
"51329","2","noise","","3",""
"51330","2","noise","","2",""
"51331","2","noise","","2",""
"51332","3","noise","","3",""
"51333","3","noise, scalp","","3",""
"51334","0","","","",""
"51335","3","noise scalp","","3",""
"51336","3","noise","","3","2"
"51338","2","noise","","","2"
"51339","","","","",""
"51340","","","","",""
"51341","2","noise","","",""
"51342","","","","",""
"51343","","","","",""
"51344","2","noise","","2",""
"51345","2","noise","","2","2"
"51346","3","noise","","2",""
"51347","","noise","","",""
"51348","3","noise scalp","","3","3"
"51349","3","noise","","3","2"
"51350","3","noise","","3","3"
"51351","","","","",""
"51352","0","","","",""
"51353","0","","","",""
"51354","","","","",""
"51355","3","noise","2","3",""
"51356","","noise","","2",""
"51357","","","","",""
"51358","3","noise","2","3","3"
"51359","","","","",""
"51360","","","","",""
"51361","3","noise","","3","3"
"51362","","","","",""
"51363","2","noise","","2",""
"51364","","","","",""
"51365","2","noise","","2",""
"51366","","","","",""
"51367","","","","",""
"51368","","","","",""
"51369","3","noise","","3",""
"51370","","","","",""
"51371","2","noise","","2","2"
"51372","","","","",""
"51373","3","noise","","3","2"
"51456","","","","",""
"51457","","","","",""
"51458","","","","",""
"51459","","","","",""
"51460","","","","",""
"51461","2","temporal","","",""
"51462","","noise","","2",""
"51463","2","noise","","2",""
"51464","3","noise","","3","2"
"51465","2","noise","","2","2"
"51466","","","","",""
"51467","","","","",""
"51468","","","","",""
"51469","","noise","","",""
"51470","","","","",""
"51471","","","","",""
"51472","","","","",""
"51473","","","","",""
"51474","","","","",""
"51475","","","","",""
"51476","","","","",""
"51477","","","","",""
"51478","","","","",""
"51479","","","","",""
"51480","","","","",""
"51481","","","","",""
"51482","2","noise","","2","2"
"51483","","","","",""
"51484","","noise","","2",""
"51485","","","","",""
"51486","","","","",""
"51487","","","","",""
"51488","","","","",""
"51489","","","","",""
"51490","","","","",""
"51491","","","","",""
"51492","","","","",""
"51493","2","noise","","",""
"51556","2","med noise","2","2","2"
"51557","2","noise","","2",""
"51558","2","noise scalp","","2",""
"51559","2","noise scalp","","2",""
"51560","2","noise scalp","","2",""
"51561","2","noise scalp","","2",""
"51562","2","noise scalp","","2",""
"51563","2","noise scalp","","2","2"
"51564","","noise","","2","2"
"51565","2","noise scalp","","2","2"
"51566","2","noise","","2",""
"51567","2","noise","","2",""
"51568","2","noise","","2",""
"51569","","noise scalp","","2",""
"51570","2","noise","","2",""
"51571","2","noise","","2",""
"51572","2","noise","","2",""
"51573","","noise","","2",""
"51574","","","","",""
"51575","2","noise","","2",""
"51576","2","noise","","2",""
"51577","","","","",""
"51578","2","noise","","2",""
"51579","","","","",""
"51580","2","noise","","3",""
"51581","3","noise","3","3","3"
"51582","2","noise","","2",""
"51583","2","noise scalp","","2",""
"51584","2","noise","","2",""
"51585","2","noise scalp","","2",""
"51606","","","","",""
"51607","","","","",""
